,content,label
10137,Vailon,1
10138,Ở gần nhà có ông bị khùng chuyên mang quần trong dài hơn quần ngoài như vậy đi ngoài đường. Tính ra gu ăn mặc của a Tiệp còn đi sau cả ông khùng xóm e,1
10139,Tương lai thanh niên Bến Tre đổi qua nghề ' Trộm ' hết.,1
10140,Cô ơi mắc cười quá 😂😂😂😂,0
10141,Dương Hiếu Dcm,1
10142,Do dân vì dân mà :))),0
10143,Cho mình xin số TK mình gửi tiền trước nhé,0
10144,Hanh Le happy story,0
10145,Bác Trần Dần năm nay bác cũng già đi nhiều rồi.Bác cố gắng giữ gìn sức khỏe để vượt qua mua dịch này❤️❤️❤️,0
10146,Lũ ác quỷ tàn ác với dân,1
10147,chơi là phải chơi ngàn tỷ :v đại gia dân đứng sau chống lưng mà lo gì kk,0
10148,Clm t lạy =))),1
10149,Maruko Linh,0
10150,Chó,1
10151,Trần Bắc Hà cũng chết trong tù đó!,1
10152,Ai muốn thoát kiếp,0
10153,Độ khuyên mn ủng hộ cho sếp hơn view của bọn chó BTS đi :3,1
10154,😂,0
10155,Hieu Do :)) wut,0
10156,Cho hỏi đây la 1 quần hay 2 quần ạ???,0
10157,Vui vẻ không quạo 😅,0
10158,"Hẳn là thi công k chuẩn =)) cười vỡ cmn bụng, cái đcm chúng mày lắm nữa nhiều lí do vcl.",1
10159,Tuấn Mạnh :))) Nhật nổi tiếng biến thái mà,1
10160,chán anh vl,1
10161,"Hương Quỳnh ai mà dạy đc T đâu e, tự T mà ra đó",0
10162,Làm riết thấy chán. Lên cao thủ lẹ đi ông già,1
10163,"Có rất nhiều kẻ vĩ cuồng, chúng dọn cho mình những cỗ quan tài đẹp nhất, những lăng mộ hàng ngàn hecta, lăng tẩm lộng lẫy. Chúng quên rằng, chúng chỉ nhất thời, người đời phỉ nhổ vào chúng, con cháu dòng họ chúng mang nhục. Tượng đài thực sự là những gì để lại muôn đời và do chính nhân dân dựng lên để kính nhớ.",1
10164,Anh tai hay danh hài?,0
10165,"Em là một đứa xem chùa mà vẫn được fan cứng, em mong ad xem xét lại gỡ xuống để cho người khác xứng đáng hơn em ạ :vvvv",0
10166,giá nhiêu v ad,0
10167,Quan ngại sâu sắc,0
10168,"Trước kia: Cái vụ nón bảo hiểm cũg bọn điên chúng bây đợi ra luật rồi đổ xô đi mua, làm cho khan hiếm hàng. Tíh mạg của mìh ko lo đợi khi ép buộc rồi đổ xô đi mua, tự mìh làm khổ mình. Đúg là ngu vải. Mai là lúc đó thằng ad chưa mọc răng thôi lúc nón bảo hiểm ấy nó sẻ sủa cho xem",1
10169,Anh anh cái củ cc đấm vào mỏm cmm giờ,1
10170,Lủ ngu ko nhận ra. Thế nếu như thằg chó ad bảo COCC gì đấy thì báo chí sao dám phản ánh? Mày có chắc 100% rằng ông đó dạo và dân đúng ko?,1
10171,Cô hiếu này xinh,0
10172,Nghe nói nv đc tốp xin một lần,0
10173,"Chị nói chuyện quá sản khoái  1000 like cho chị , quá thực tế",0
10174,KimThy Lê sao bít cu nta tí hon,1
10175,Phạm Minh Tuấn cày vew nhiều quá mà. Nghe 1 lần là bt như nào r,0
10176,Còn hoan nghênh nữa =))),0
10177,Âm nhạc có bao giờ chán,0
10178,Tiên tri gì nói xàm chết mẹ,1
10179,Lâm Đỗ Hoàng Thông panba,0
10180,Bị khùng r 🤪😨 Nói tiền nhiều mà giựt tiền cô minh hiếu 🤣🤣,1
10181,bất biến :)),0
10182,Minh Toàn,0
10183,CĐLCL,1
10184,2tr bộ tóc dm làm từ 10h sáng đến 6h tối 🙂,1
10185,"Nước giờ đắt, bán được giá mà",0
10186,Có chữ nào đâu! Mua bằng thì đúng hơn,1
10187,Sợ vl đi lấy le vs gái chịu,1
10188,Chào chị Ốc,0
10189,Con điên này ghê,1
10190,được a ơiiii,0
10191,"Cái page này phản động đấy, ad súc vật biết cc j đâu",1
10192,Rồi ?,0
10193,Mặt nó lại ngáo 🤣,0
10194,Hau Nguyen,0
10195,Tùng Xhaka Arsenal đi rồi a tùng ạ,0
10196,"BiẾt thì làm gì hả lũ ngu. Ngoài biển đảo đọ súng, bị tàu khựa nó bắn là chn xảy ra như cơm bữa. Ngon thì vác súng ra mà giữ đảo :)) xem có dám ra không",1
10197,"Nguyên nhân chỉnh sửa chữ bố láo gây nhầm lần hiểu nhầm,số thứ tự gây xáo trộn mất thời gian vào những việc vô ích, còn gọi ruồi bu,suy ra độc tài là những kẻ ăn cắp thời gian láo nếu nhất gốc vẫn là cái búa liềm ám dân tộc ,triệu hồi hitler sống dậy...😅",1
10198,Bênh bênh cái đéo,1
10199,Thằng này nó nghĩ nó là ai. Không cách ly thì cút qua nước khác mà sống.,1
10200,Nguyễn Thành Nhân nói dân chí thấp thì cũng không phải. Đ hiểu kiểu gì =)))),1
10201,Mê phải rồi :v,0
10202,chẳng bảo sao việt nam gần đây ung thư càng tăng,1
10203,Mầm mống tai họa của xã hội,1
10204,Đệt cmm 😃,1
10205,tính tiền cho thầy :v,0
10206,Hả dạ,0
10207,MÁY CON ĐIÊN NẦY SAO KHÔNG AI NHỐT LẠI ĐỂ LOẠN HẾT,1
10208,và đây là những đứa đéo có não :),1
10209,Đây mới đúng là ván bài lật ngửa..... Ha ha ha ha....,0
10210,Quỳnhh Hoa ngta vẫn quốc tịch việt nam mà =.=,0
10211,Một thanh niên rảnh lol cho hay. Dkm nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó ko bỏ ra 500tr nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra ng quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc đk đồng lol nào mà phán loại mày nổi tiếng như nó chắc j đã cho dân đk đồng lol nào . Nên đã ko có cho thì đừng đáp cứt hội đồng rảnh lol,1
10212,Ở quê vùng sâu vùng xa chỉ có mỗi cái TV xem vtv nên dân vẫn tin yêu đãng lắm!,0
10213,Biết thế thì im cmm mồm đi. Lại còn đòi dân chủ hóa. Đm thg tàu nó mà bóp thì chỉ có chết. Biết điều nó còn tha cho. Bật nó hỏi xem có thg dân chủ nào ở cạnh mà cầu cứu k. Toàn mấy thg xàm,1
10214,bất đồng chính kiến là tụi thân trung cộng ghép tội VN phản động.... khốn nạn bọn chó+svn,1
10215,Thịt lợn tăng,0
10216,b52 ơi lứng quá B52 i,0
10217,"Chửi hông lại tức quá ngủ hổng được,thức tới sáng luôn 😶",0
10218,"nhỏ nầy nói chuyện ngong cuồng ,mày có làm đc hôn",1
10219,Bú mạnh,1
10220,Phuk cho mụ Tiến về làm trưởng ban chăm sóc sức khỏe cho cán bộ. Ahihi,1
10221,Vũ Thanh Huyền Vậy bạn đã làm đc cái con cặc gì lớn lao để thể hiện tình yêu nước của bạn chưa?,1
10222,Cực kỳ thuyết phục :)),0
10223,Yêu cô quá,0
10224,Ảnh thật đó mấy cha ơi,0
10225,:>>>>>> taocutaodiia :)))) nghiệp quá cô 3 ư :>>,1
10226,Toi ma biet cong tu kinh doanh cai gi thi tay chay san pham do .that xau ho,1
10227,Hóng phim ra rạp :)),0
10228,mong muốn các bạn chia sẻ xem ủng hộ đang kí rộng rãi,0
10229,Ý thức như cđb 😀,1
10230,Vã lắm r,0
10231,Da.n ban khong trung. De bua nao qua Cali thu*? pho^?i ong Tr D coi trung khong. Co chem thi 1 nhat thi 8 Tr D cung di doi thoi.,1
10232,Thề chứ 2 bố con nhà này ghép mặt nhau là hợp lí vlone,1
10233,Bọn nó bán nước hết rồi. Chế độ độc tài độc đảng thì không 1 cơ chế nào có thể ngăn bọn chúng bán nước cả .,1
10234,Hoàng Thiện đạo đức mình đéo khá hơn nhưng mình cũng biết like dạo hoặc buồn :v con hơn các bạn nếu đéo thích thì like dạo hoặc xem chùa ko cần vào thả haha ngta đăng để đọc và biết điều chứ đéo phải vào thả haha trước sự lo lắng của toàn dân,1
10235,Co oi mieng linh nhu lon nguoi ta co thang vay do co,1
10236,So dien thoai con ne 01265675201,0
10237,"Cncs là quái thai của nhân loại, nó có sức mạnh không thế lực nào có thể tiêu diệt được, trừ chính nó ! Câu nói của một người nổi tiếng và đã được lịch sử xác định",1
10238,Quan trọng vẫn là đồng lòng và ý thức,0
10239,giọng ca hảm chết cdm ng nghê luôn mà share cái j,1
10240,Bố thằng chó😡😡,1
10241,Huyền Khánh Phùng gắt quá chị êiii :3,0
10242,"Đụ mẹ, thầy làm clg vậy?",1
10243,được anh ưiiii i,0
10244,"Ra rả phát biểu làm như cương quyết bảo vệ môi trường lắm, nhưng tau vẫn cho nhiệt điện vào nhé tụi bay làm éo gì đc =))) đúng là đừng nghe những gì chúng nói",1
10245,Thảo NG thua tại dốt av qa :v,0
10246,Mình cũng muốn thử nhưng lại chơi không được giỏi :)),0
10247,Hôm nay anh chưa đổi được tiền các em chịu khó mai anh em mình cùng bay,0
10248,Lag à anh ưi,0
10249,Chị em mà,0
10250,Chuong trinh xam,1
10251,Mini Tae cai l,1
10252,chắc quay clip 18+ được rồi,1
10253,Buồn anh tôi :(,0
10254,Tốt nhất khuya rồi thì nên ngủ sớm !,0
10255,em có rùi a ạ :))),0
10256,"địt mẹ mấy thằng hay phân biệt Bắc Nam đâu rồi , các ""Nam Kì Boys"" đâu , sao ko vào đây phân biệt HN SG tiếp đi nào ?",1
10257,Mắc cười nhưng ủng hộ :),0
10258,Khong Biet ức chế vl :3,1
10259,Chill phết:)),0
10260,Ủa lạc đâu ra mấy con chó này thế =)) Tao bảo cno sống chậm thôi chứ tao bảo ông bà già chúng m sống chậm à mà vào sủa :))?,1
10261,Kiep sau may con dy bong nay luoi phai thuc vo cua minh moi vua bung tao da la bong ma toi ngay chui nhau xem ma ghet ghe do bong khung lon nhan xet chinh xac,1
10262,Giàu quá mẹ ơi sao lon,1
10263,abe ngầu lòi,0
10264,Cho em lên fan cứng cái anh êy😘😘,0
10265,"vãi cả ko giao dịch\ bằng ngoại tệ, nó đút lót căn hộ hay khu biệt thự, bố ai quản đc",1
10266,"Nếu bạn đi khám có BHYT- BHXH tại các BV quận cũng sẽ nhận được kết quả bệnh rất nặng và kèm theo bọc thuốc to về uống cho no, 6 tháng sau bạn sẽ bị suy thận, suy gan vì thuốc.",1
10267,Giảm cân đi hoèn =)),0
10268,Áo chất,0
10269,Pass chuột phải dài từ hà đông sang minh khai 😂😂😂😂😂,0
10270,"chúng nó quên nhiều thứ, nhưng ăn cướp là việc chúng nó không bao giờ quên",1
10271,Toang x2,1
10272,Một lũ quan liêu tiên sư bố chúng nó,1
10273,idol Tiger mau về Việt Nam với chúng cháu nha. thấy rất quý bác.,0
10274,Admin làm một bài post để thể hiện sự ngu si. Chắc sợ mọi người không biết,1
10275,Xong,0
10276,Khắc tiệp thì lấy Việt tiệp khoá mõm lại,1
10277,Lê Hải Long ủa v họ nuôi bò dê lợn gà là động vật để ăn thì liên quan j đến việc cấm mình ăn bạn ? Bây g vật nuôi và vật nuôi để ăn bạn còn đéo phân biệt dc thì bạn có não làm j v bạn ? Tạo hoá ban cho bạn cái não để biết chọn lọc thức ăn bỏ vào miệng chứ ko phải cái j cũng ăn nha bạn :))))),1
10278,Phuong Trinh Nhi nước hoa giống như nước lã vậy đó e có mua hai chay Sài như lồn,1
10279,Nhờ sự miệt mài ngồi nhà cổ vũ của a mà RF mới có ngày hnay,0
10280,Nguyễn Quốc Vinh SuBaSan,0
10281,Nguoi dan ba dai loan dau co hoi han gi.vua dut nghiep  phan to quoc.xong lai di khau chien tren mang xa hoi.tinh nao tat nay.dung rac cua xa hoi.nhin cai mo chui cua co ta nhu cai dit vit.qua ghe tom nguoi dan ba dai loan.dung nen lay quoc tich vn nua .,1
10282,Ditme nẫu ruộttt,1
10283,Sau này lớn lên ms thấy hối hận,0
10284,Ăn tết đúng cách,0
10285,cuop ngay benh cuop dem ma.be lu no phai benh lan nhau la phai rui,1
10286,Tự do ngôn luận mà hở ai nói trái ý mấy má là mấy má nhảy đành đạch ... học người ta kìa luôn học hỏi tiếp thu ý kiến cho dù là ý kiến bất đồng như vậy mới phát triển được ... bọn mày ai nói khác xíu bu vào chửi này kia rồi dlv này nọ ... quá bôi cho bọn mày,1
10287,Sô bít càng ngày càng xàm cái giống gì cũng lên sóng,1
10288,Sao lại có cả liên quân là thế nào 😳,0
10289,"Ủa tứ quý có chặt đôi heo đc đâu, lộ tứ quý rồi nhaaa hahhahaha t cho m thúi Trần Thị Linh Ánh Bui Thi My Ngoc Thanh Hà Thanh Thảo Thùy Trang Lê Thị Oanh Hoàng Linhc",0
10290,Pham Ngoc Ninh Cho mẹ m vào tù cho nhanh :),1
10291,Lũ sv nào đây ((;,1
10292,"Nghe mà thấy nhục nhã, ăn nói vô học",1
10293,Tộc trưởng quê gốc ở Nam Phi thì phải,0
10294,Mong bác khỏe  mạnh  để  cho ae xem cho vui ko thì  mùa  dịch này  buồn  lắm,0
10295,cái kết ?,0
10296,Thân Hoài Thương lại thêm 1 đứa tai trâu :)),1
10297,Bài hát cuối thiếu mất cái đờn hello kitty huyền thoại rồi cô ơiii,0
10298,Giờ trung thu nó là mùa sinh sản rồii..đêm 14 là chúng nó bắt đầu phối giống,0
10299,"Toàn bọn đầu trộm , đuôi cướp !",1
10300,"Lông ngông cuồng có chết cũng đâu có sao. Hay! Co Thương nghi quỹ vừa lùn  vừa trọc phỏng vấn là đúng rồi
XẠO KE",1
10301,Hiền Lương cc,1
10302,Dy Dy em thấy nhiều ng khen nè =)))) a đừng quan tâm em review mà nên đi xem thử đi,0
10303,"quan trọng là cãi tụi nó nên tụi nó cho lên đĩa, chứ làm sai thì ai nào ko sai? với lại biết ai chơi ko mà nói ông thanh nào đì, dám nói ông thanh đà nẵng lắm ah` =))",1
10304,Ồ. Vậy cái vụ vinashin toàn mấy ôg ngu nhỉ😁? Bạn giỏi thật,1
10305,Nhìn mặt cụ chắc vào đảng của rằm tháng 7 ^^,0
10306,Không có csgt nào tốt cả .,1
10307,Thế ngày xưa ông nội thằng ad k mua dâm mẹ nó. Thì đâu đẻ ra thằng ad như ngày nay dc :))))),1
10308,"Moá, quái thai",1
10309,Trần Đạt xin video đi ông,0
10310,tối có stream không abe,0
10311,T đã kêu dán lỗ đít lại mà vẫn đéo hiểu :),1
10312,"Kyo York bạn hát tiếng việt chắc ko hay bang nữa là mà so sánh, ha ha",0
10313,Bác nói thế nhưng cấp dưới bác họ có làm theo hay không thôi mà hay nại đục nước béo cò,1
10314,Nổ quá bà cụ ơi,1
10315,Chuôi con Linh love Chet Chet me no Di nguoi dep oi,1
10316,Ừ cho là vậy đi vậy kinh tế và an Sinh thì 50 năm nữa mới bằng thái lan nha một lũ ngáo banh bóng hay ho gì mà tự hào đúng chế độ đào tạo người hay thật,1
10317,Xin vd pro,0
10318,Ế quá nên sale à thầy,0
10319,thằng ad chắc mới bú đá xong,1
10320,Tiền mà k xem trọng sau này không có cháu mà húp,0
10321,Cái lồn má toàn danh hài thế này :v,1
10322,@Đạt Henry 0774679582 zalo mình nhaaa,0
10323,Thì dân toàn mặc áo cờ Tổ quốc đi đòi đất đòi nhà mà?chắc nó muốn doạ dân HN muốn biểu tình đây,1
10324,Phán câu nghe mắc địt vãi loz,1
10325,8 củ chứ ít gì :),0
10326,Phục vụ giải trí : cả sư đoàn. Chứ đại đội nhỏ quá a ưi,0
10327,"đjt mẹ dẹp dẹp hết , yêu đương lon gì h này đau đầu vlon",1
10328,Chả hiểu phong cách ở đâu nh mà lố lăng vch 🙂,1
10329,Học sinh nam định lúc này :,0
10330,Chỉ chịch xã giao thôi =)))),1
10331,Linda là nhất minh hiếu là nhì hihi,0
10332,i watched this video and felt motivated.,0
10333,bị ngu à,1
10334,A tôi đấy các ông ạ =))) nhưng mà ở vũ trụ mr siro cơ =))),0
10335,Chúc cô à lộn thầy Ba 20/10 vui vẻ :v,0
10336,Diện Trần óc choá thật.,1
10337,Trí thông minh không bằng đc người nhật! Nhưng mưu mô xảo trá thì có thừa,1
10338,T cố gắng nghe hết nhưng đâu tai thật sự,1
10339,đm in cái băng rôn mất mẹ 1m2 rồi :(,1
10340,Hương Thảo vkl,1
10341,Cờ giáo hội....tượng trưng cho hòa bình vs công lý. Ko biết sao,0
10342,Le Mynhut thứ 5 tuần sau đó chế,0
10343,Ngheo mà yên bình là đc. Tao nói riết giờ thấy uổng công. Tao cứ ở nc ngoài ngồi cười khì khì coi tụi bây đống vài thứ thuế ba láp. Ăn đồ ăn hoá chất. Ra đường thi trộm cướp. Uhm yên bình đi tụi mày ạ. Thấy đất nc xây nhiều cao tầng là thấy phát triễn. Tụi ngu ạ tiền vay ODA ấy con ạ. Rồi đời con cháu chúng mày sẽ trả há há.,1
10344,Da chua cô ba oi,0
10345,Ngon! Đeo tai nghe vào và sục cặc thôi!!,1
10346,Trần Hoàng Long đĩ mẹ m con? Trần Hensy của c nè,1
10347,"Nói chuyện thiếu văn hóa , tục tiểu , không ra gì",1
10348,"Nguyễn Việt Nam ,  Ủa cứt 🐕‍🦺 vàng 👈 mới biết đó nghen. 🖕",1
10349,Nguyễn Đức Khang chửi là bị ban mà bạn ơi,0
10350,Thu Ngân b lm lẩu phan à :v,0
10351,Quỳnhh Hoa Bị ngu à T vẫn mang quốc tịch VN và vẫn nói ngôn ngữ VN chữa trị ở đây VN chưa cấm m lên tiếng làm g ? Ai chê VN nghèo nàn suy bụng ta ra bụng người à? Lo chuyện bao đồng,1
10352,"Em này ko thể tha thứ đc,chị là ng Trung nhưng cái tính e này đã như vậy rồi ko thể sữa nổi ...dân chợ búa rẩu rác từ trong trứng rồi nước luôn rồi !!",1
10353,Mé có cc hết được nghĩ gì vậy má 😨😨,1
10354,Trend Hàn quốc học mót Việt Nam 🤣🤣🤣,0
10355,Quá hay,0
10356,Nguyễn Ngọc Gia Uyên,0
10357,Bệnh nhân 17 ( cái nôi của sự lây bệnh ) 😐,1
10358,Nghe đoạn gần cuối chúc Bác sống thọ 200 tuổi luôn.Cầu mong ngày nào đó bác trở về thăm quê hương nhé.,0
10359,"Cuốn dell nhặt đc mồm, toàn danh hài đất Việt :))",1
10360,Yêu a độ,0
10361,Nghe không thuyết phúc lắm nhưng có vẻ là hợp lý 😌,0
10362,Có bác nào có hình nền màn hình destop giống của độ không cho e xin với ạ =))),0
10363,Trường,0
10364,Xin tên nhạc.,0
10365,"TD điên, VHL láu cá câu view. Dù vậy mùa dịch ở nhà coi cũng đỡ buồn. Hi hi",1
10366,"Cỗ bàn thế này vẫn chén dc ae nhể Gấu Bốn Mắt, Phạm Phương Nga, Độc Muỗi.bọn m chỉ có ko ăn cứt nát và lá xoan thôi",1
10367,I love you các cậu 😂😂,0
10368,😊😊😊,0
10369,CSVN đi đâu chả gây chuyện,1
10370,"Đổ đổ cc, ad bộ mày muốn cưa chưn rồi bà bộ trưởng đến thăm mày rồi đổ thừa cho cái số à?! Đm, khôn thì im đi nha, tụi nó không có lương tâm đâu, sẽ hiếp nắng mày cho tới chết đó, ý tao là ám chỉ mấy thằng dư luận viên kìa.",1
10371,:v thế ông rapper chưa xem bao màn sấy vào mắt bản làng rồi,0
10372,nhắn thêm chữ địt chị mày nữa chất vlon a êiiiii,1
10373,Con này hổn Như gấu có gì mà ngưỡng mộ,1
10374,Con đĩ Linh nc ngu vãi! Ai xuống thăm nó chưa nhỉ,1
10375,Thứ dô diên,1
10376,Ảnh về với điều kiện tay chân ảnh lên :3,0
10377,Ng bố của năm,0
10378,Nghèo đói quá mà,0
10379,Trường Giang ụa . Bả biết bả nhiễm s bả đ chịu khai báo cách ly đi . Chị bả nhiễm nguy cơ lay cho bả là rất cao . Hành khánh trên chuyến bay đó cũg bị nhiễm theo . Lớn r chứ phải con nít con noi,1
10380,khó mõm nó lại 😏,1
10381,Mất mẹ cái kềm để kiếm cơm =)),1
10382,Netflix đồng hànhh cùngg mọi nhàaa,0
10383,Đc của ló anh ơi,0
10384,Các chị sắm tóc chưa :)))),0
10385,Kệ mẹ ngta đi. Soi mói làm cái lồn gi,1
10386,chuyện tâm linh địt lỗ đít từ ba gà,1
10387,"Nhật Ký Yêu Nước nói vấn đề này rất chính xác vì làm cán bộ công chức trong bộ máy nhà nước mới có nhiều cách tham ô , nhũng nhiễu , hối lộ , chạy chọt và manh mún , thì mới có biệt phủ siêu xe.",1
10388,Hoàng cung Thúy Kiều nước tư bản là lone gì za,1
10389,Đang khoe đú trend mà nhớ nhung gì dở đây má ><,0
10390,a thôi mà,0
10391,:)))),0
10392,Mình ko đồng tình với mụ này..nhưng mình lại kết cái câu b k c đẽ... vì mình thấy bọn b k đa phần sống rất chó..nên mình cũng rất ghét...xin lỗi những người ít ỏi b k có đạo đức nhé...,1
10393,"Éc, ko cần tiêm hockmon mà cũng nữ tính vậy luôn.",0
10394,Như Quỳnh,0
10395,Lại khịa rồi anh ơi :)))),0
10396,Mốt bể bánh xe giữa đường cũng bị phạt!!! Lý do bể bánh dắt bộ gây cản trở giao thông kkkkkk,0
10397,Trần Văn Hưng tia nhanh thế,0
10398,Giang Nguyễn m biết cứt chi mồ :v,1
10399,Nếu nó chở về nhà thì tốt nhưng có đéo ai đi về đến nhà qua chốt là cũng phóng ầm ầm :-< còn mấy bố bảo đóng tiền thuế này nọ thế đm ng ta đi làm k đóng à mà đóng đc bn tiền thuế mà mở mồm ra thuế liên tục thế nghe ngứa háng vxl,1
10400,Ở Việt Nam chỉ có độ tày và độ phùng thôi nhá,0
10401,Tóc của đì trây chíp 🤣🤣,0
10402,Thời gian ủ bệnh lên tới 14 ngày khả năng cao vẫn phải cách li theo dõi thêm,0
10403,Nhìn mặt thấy mắc ỉ* à :))),1
10404,Vì 1 người tên nhung mà hại bit bao nhiu người,1
10405,Diễn viên hô ni hút mà ngại gì mấy khác kk,0
10406,Dân Hà tĩnh công nhận lắm đệ tử của Ducangter thật,0
10407,Như này thì saoo :))),0
10408,"Mấy đứa ngồi hóng đi, anh sẽ tận thu tận gốc và chúng mày phải chịu cho điều đó, tất cả vì con cái và dòng họ của tao nghe chưa... thằng nào không chấp nhận tao cho Ung thư và tai nạn hết....",1
10409,Nguyễn Thanh Tú chăm học vào,0
10410,K như lời đồn 😂,0
10411,Quảng cáo lộ liễu quá 😁😁,0
10412,Chửi cái l linh cá lon,1
10413,"10 ngàn nè, 2 chục nè đi đường quyền hông",0
10414,Cho hỏi nhỏ tý ạ_Trần Hồng Hà làm kinh tế giỏi như anh Chung không nhỉ?,0
10415,"Cái đmn chứ cá chết nửa tháng rồi mới xét nghiệm, bưng bít hết",1
10416,So Pre Tài Trợ Độ Tây Ngày Hôm Ngày =)),0
10417,"Tính tạo trend , nhưng fail cmnr",1
10418,Ai trả biết a lắm tiền. Lắm tiền đi du lịch tha bệnh về. Chứ cứ ở quê như e chăn trâu cắt cỏ nuôi cá. Làm sao mà nhiễm bệnh đc. Bệnh Nhà Giàu là thứ bệnh mới,1
10419,Alo đc bạn,0
10420,Bọn dầy tớ chấp chi.,1
10421,nhìn mặt con mụ này hãm ko chịu dc,1
10422,HHaaa,0
10423,"1 con phố đang xinh đẹp, nề niếp bổng thằng chó ad nó ỉa trước cửa nhà nó. Người ta ko cho, nó bảo ỉa như thế để tạo mùi thơm cho khu phố. Nó thích sự khác bjệt là thế",1
10424,Vải lờ thầy😂😂😂,1
10425,An dau buoi ...an cut,1
10426,Cũng tàm tạm,0
10427,Phim dở vl,1
10428,Đúng hay sai nhưng mở mồm ra đòi nửa tỷ là sai cmnr :v đời k ai ăn không của ai đc cái gì đâu :v ngu + tham thì chết thôi :v,1
10429,Tường Vi rủ xong là khuya r đó ngủ luôn đi :)))),0
10430,Tịch An chuẩn,0
10431,Hì hi hí hì hi hí hì bồ lằng nhằg,0
10432,Khịa vl :)),1
10433,Thằng mặt heo,1
10434,Khéo nhung lại bị người khác lây sang 😂,0
10435,Quan trọng là ổng giàu ổng mặc cc gì cũng đúng🙂,1
10436,🤣🤣🤣 nước cống với nước suối,0
10437,"Chuyển qua insta thì hack bằng lol,bằng niềm tin",1
10438,"Ủa, là không đc chu0j hay sao ạ :3",0
10439,Hai anh em :),0
10440,"Chuyện bình thường như cân đường hộp sữa ở thiên đường này.Các vị nghĩ chúng nó ăn như thế đã là ác độc lắm rồi à.Chưa đâu,nó ăn những cái mà quý vị còn chưa thấy kìa.Không từ bất cứ một thủ đoạn nào,ăn không từ một cái gì.Ăn trên xương máu,trên đầu tr",1
10441,"có liên quan chứ thằng ngu, đóng thuế môi trường cao mà khí hậu vẫn ô nhiễm , do chính quyền quản lý xử phạt yếu kém nên bọn xã thải mới lộng hành, tiền thuế thì nó ăn hết, k phục vụ bảo vệ môi trg",1
10442,"Thằng giòi bọ thận nguyễn.
Mày xạo để lừa đảo mọi người
Mày nên vào cầu tiêu công cộng chỗ mày đang làm tạp vụ , mày ăn hết cứt ở trong hầm cầu đi
Đúng là cái loại giòi bọ sống chật đất",1
10443,"Cán bộ tham nhũng bị bắt tại trận cho hay: ""Ai thề nấy chịu, tui ko có thề nhé!""",1
10444,Nhục nhã quá hiếu minh ơi mày la cái loai dơ bẩn . Qúa bây giờ may sang măt may ra . Gu gu gu gu nhục nhã nhục nhã kkkk,1
10445,Đêm nay hoạ mi cao bằng gáy to lắm 🤣🤣,0
10446,"Biết thì thưa thớt, k biết ngậm cặc mà nghe. Cái mồm mày sủa gì tới quan lại tới thằng dân. Thế cái gia đình mày là phản động k thuộc nhà nước việt nam hay sao. Mày phán từ quan tới dân tao thấy gia đình nhà mày chắc chức sắc cũng to. Phán cái đéo gì c",1
10447,Quang Chivas bố tổ sư thằng bại não,1
10448,ae đăng ký kênh ủng hộ mình với ạ,0
10449,"Đạo đức giả là hành trang,của các quan.không thể thiếu trong lộ trình quan lộ.",1
10450,đkm dơ vc,1
10451,Đu ma ba,1
10452,"Họ coi trọng cái sĩ của họ , thực ra nó là sĩ diện , còn thực tế họ là lu ăn cháo đá bát , thuong cảm cho họ , có não cũng nhu không",1
10453,Tú cho anh Ba con blue,0
10454,Ad à. Cái này ad bạy rồi. Đa phần đăng ký nó cho free mà bản thân e ko đóng tiền mạng 9 cái rồi đây,0
10455,Vương Thiên cơ hội đây r,0
10456,og tran dan ok bi  nhiem coronna.ma bi nhiẻm beh khat la beh gi? og bi beh B 20 dan đen than kih ko on nen noi nhieu . vui,1
10457,Lụm Ở đâu trong cmt này,0
10458,Ủa tưởng ý thức người nhật cao lắm ?,0
10459,Đúng là có edit vô coi cười sặc á 😂,0
10460,Phan Nhuệ Anh ;)) gì vậy má,0
10461,Đó là lý do tsao lạ đít fai về nhà đi mới thoái mai :)))),0
10462,An Hoai Ho về dẫn đi ăn nhéee,0
10463,mấy th` ml,1
10464,Sau khi ông này khỏi bệnh nên cho đi khám não,1
10465,Phim dở vl ạ hihi. Nữ chính đơ hơn nữ phụ,1
10466,"Tôi thấy phản động ở khắp nơi mà nhiều nhất là mấy thằng bán nước, hút máu dân đen. Cứ sủa ra là luật , bọn chó",1
10467,Loại mât đậy,1
10468,Cái này hả,0
10469,Minh Khang Hà nhận việc,0
10470,Cực kì thuyết phục 🤣🤣,0
10471,Ông Nguyễn Công Khanh đang tự hạ thấp thể chế chính trị csVN,1
10472,"Lại dễ ăn quá, làm ở nhà nhé",0
10473,nhà mày khôn vãi lòn,1
10474,Chi 3 có lồng đâu mà chùi,1
10475,Đưa lên kiểu này có khi ngày mai nó cho người ra đập bỏ luôn là hiểu nhé 😭,1
10476,Nói v là mất quan Điểm quá nha :v,0
10477,Tình yêu vĩnh cửu,0
10478,mấy thằng lờ bị nhồi não suốt ngày chỉ đi canh bợ đít cho đám CS đéo quan tâm tìm hiểu tin tức dc mẹ gì vẫn vào cmt như đúng rồi,1
10479,Đág yêu thật sự,0
